Paul Bartenfeld vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
993,Cramorant,-20,1,-5,19,18,-32,2135
994,Arrokuda,-49,-21,-20,-26,-47,-51,8728
995,Barraskewda,-29,39,0,-6,-27,19,3488
996,Toxel,-50,-46,-25,-12,-42,-77,13078
997,Toxtricity,-15,14,10,48,-7,-42,4638
998,Sizzlipede,-40,-19,-15,-16,-27,-72,8355
999,Centiskorch,10,31,5,24,13,-52,4535
1000,Clobbopus,-40,-16,0,-16,-27,-85,10066
1001,Grapploct,-10,34,30,4,3,-75,7806
1002,Sinistea,-50,-39,-15,8,-23,-67,9328
1003,Polteageist,-30,-19,5,68,37,-47,9488
1004,Hatenna,-48,-54,-15,-10,-24,-78,12205
1005,Hattrem,-33,-44,5,20,-4,-68,8090
1006,Hatterene,-33,6,35,70,26,-88,15670
1007,Impidimp,-45,-39,-30,-11,-37,-67,10425
1008,Morgrem,-25,-24,-15,9,-22,-47,4200
1009,Grimmsnarl,5,36,5,29,-2,-57,5440
1010,Obstagoon,3,6,41,-6,4,-22,2262
1011,Perrserker,-20,26,40,-16,-17,-67,7710
1012,Cursola,-30,11,-10,79,53,-87,17740
1013,Sirfetch'd,-28,51,35,2,5,-52,7343
1014,Mr. Rime,-10,1,15,44,23,-47,5000
1015,Runerigus,-32,11,85,-16,28,-87,16979
1016,Milcery,-45,-44,-20,-16,-16,-83,11762
1017,Alcremie,-25,-24,15,44,44,-53,8107
1018,Falinks,-25,16,40,4,-17,-42,4550
1019,Pincurchin,-42,17,35,25,8,-102,14371
1020,Snom,-60,-59,-25,-21,-47,-97,19765
1021,Frosmoth,-20,-19,0,59,13,-52,7115
1022,Stonjourner,10,41,75,-46,-57,-47,14980
1023,Eiscue (Ice Face),-15,-4,50,-1,13,-67,7400
1024,Eiscue (Noice Face),-15,-4,10,-1,-27,13,1240
1025,Indeedee (Male),-30,-19,-5,39,18,-22,3615
1026,Indeedee (Female),-20,-29,5,29,28,-32,3915
1027,Morpeko,-32,11,-2,4,-19,-20,1926
1028,Cufant,-18,-4,-11,-26,-28,-77,7850
1029,Copperajah,32,46,9,14,-8,-87,11050
1030,Dracozolt,0,16,30,14,-7,-42,3165
1031,Arctozolt,0,16,30,24,3,-62,5585
1032,Dracovish,0,6,40,4,3,-42,3425
1033,Arctovish,0,6,40,14,13,-62,5845
1034,Duraludon,-20,11,55,54,-27,-32,8215
1035,Dreepy,-62,-24,-30,-26,-47,-35,9430
1036,Drakloak,-22,-4,-10,-6,-27,-15,1590
1037,Dragapult,-2,36,15,34,-2,25,3310
1038,Zacian (Hero of Many Battles),2,36,55,14,38,21,6406
1039,Zacian (Crowned Sword),2,66,55,14,38,31,9986
1040,Zamazenta (Hero of Many Battles),2,36,55,14,38,21,6406
1041,Zamazenta (Crowned Shield),2,36,80,14,63,11,11986
1042,Eternatus,50,1,35,79,18,13,10460
1043,Eternatus (Eternamax Eternatus),165,31,190,59,173,13,97865
1044,Kubfu,-30,6,0,-13,-27,-45,3859
1045,Urshifu,10,46,40,-3,-17,-20,4514
1046,Zarude,15,36,45,4,18,-12,4030
1047,Regieleki,-10,16,-10,34,-27,83,9230
1048,Regidrago,110,16,-10,34,-27,-37,15710
1049,Glastrier,10,61,70,-1,33,-87,17380
1050,Spectrier,10,-19,0,79,3,13,6880
1051,Calyrex,10,-4,20,14,3,-37,2090
1052,Calyrex (Ice Rider Calyrex),10,81,90,19,53,-67,22420
1053,Calyrex (Shadow Rider Calyrex),10,1,20,99,23,33,11920
1054,Wyrdeer,13,21,12,39,-2,-52,4983
1055,Kleavor,-20,51,35,-21,-7,-32,5740
1056,Ursaluna,40,56,45,-21,3,-67,11700
1057,Basculegion (Male),30,28,5,14,-2,-39,3430
1058,Basculegion (Female),30,8,5,34,-2,-39,3670
1059,Sneasler,-10,46,0,-26,3,3,2910
1060,Overqwil,-5,31,35,-1,-12,-32,3380
1061,Enamorus (Incarnate Forme),-16,31,10,69,3,-11,6208
1062,Enamorus (Therian Forme),-16,31,50,69,23,-71,14048
1063,Sprigatito,-50,-23,-6,-21,-32,-52,7234
1064,Floragato,-29,-4,3,-6,-14,-34,2254
1065,Meowscarada,-14,26,10,15,-7,6,1282
1066,Fuecoco,-23,-39,-1,-3,-37,-81,9990
1067,Crocalor,-9,-29,18,24,-19,-68,6807
1068,Skeledirge,14,-9,40,44,-2,-51,6418
1069,Quaxly,-35,-19,-15,-16,-32,-67,7580
1070,Quaxwell,-20,1,5,-1,-17,-52,3420
1071,Quaquaval,-5,36,20,19,-2,-32,3110
1072,Lechonk,-36,-39,-20,-31,-32,-82,11926
1073,Oinkologne (Male),20,16,15,-7,3,-52,3643
1074,Oinkologne (Female),25,6,10,-7,13,-52,3683
1075,Tarountula,-55,-43,-15,-37,-37,-97,17246
1076,Spidops,-30,-5,32,-14,9,-82,8950
1077,Nymble,-57,-38,-20,-45,-52,-72,15006
1078,Lokix,-19,18,18,-14,-22,-25,2314
1079,Pawmi,-45,-34,-40,-26,-52,-57,11410
1080,Pawmo,-30,-9,-20,-16,-37,-32,4030
1081,Pawmot,-20,31,10,4,-17,-12,1910
1082,Tandemaus,-40,-34,-15,-26,-32,-42,6445
1083,Maushold,-16,-9,10,-1,-2,-6,478
1084,Fidough,-53,-29,10,-36,-22,-52,8234
1085,Dachsbun,-33,-4,55,-16,3,-22,4879
1086,Smoliv,-49,-49,-15,-8,-26,-87,13336
1087,Dolliv,-38,-31,0,12,1,-84,9606
1088,Arboliva,-12,-15,30,59,32,-78,11858
1089,Squawkabilly,-8,12,-9,-21,-26,-25,2031
1090,Nacli,-35,-29,15,-31,-42,-92,13480
1091,Naclstack,-30,-24,40,-31,-12,-82,10905
1092,Garganacl,10,16,70,-21,13,-82,12590
1093,Charcadet,-50,-34,-20,-16,-37,-82,12405
1094,Armarouge,-5,-24,40,59,3,-42,7455
1095,Ceruledge,-15,41,20,-6,23,-32,3895
1096,Tadbulb,-29,-53,-19,-7,-42,-72,11008
1097,Bellibolt,19,-20,31,37,6,-72,8311
1098,Wattrel,-50,-44,-25,-11,-37,-47,8760
1099,Kilowattrel,-20,-14,0,39,-17,8,2470
1100,Maschiff,-30,-6,0,-26,-26,-66,6644
1101,Mabosstiff,-10,36,30,-6,-7,-32,3405
1102,Shroodle,-50,-19,-25,-26,-42,-42,7690
1103,Grafaiai,-27,11,5,14,-5,-7,1145
1104,Bramblin,-50,-19,-30,-21,-42,-57,9215
1105,Brambleghast,-35,31,10,14,-7,-27,3260
1106,Toedscool,-50,-44,-25,-16,23,-47,8055
1107,Toedscruel,-10,-14,5,14,43,-17,2655
1108,Klawf,-20,16,55,-31,-22,-42,6890
1109,Capsakid,-40,-22,-20,-4,-37,-67,8358
1110,Scovillain,-25,24,5,42,-12,-42,4898
1111,Rellor,-49,-34,0,-35,-19,-87,12712
1112,Rabsca,-15,-34,25,49,23,-72,10120
1113,Flittle,-60,-49,-30,-11,-47,-42,10995
1114,Espathra,5,-24,0,35,-17,-12,2259
1115,Tinkatink,-40,-39,-15,-31,-13,-59,7957
1116,Tinkatuff,-25,-29,-5,-21,5,-39,3478
1117,Tinkaton,-5,-9,17,4,28,-23,1724
1118,Wiglett,-80,-29,-35,-31,-52,-22,12615
1119,Wugtrio,-55,16,-10,-16,-7,3,3695
1120,Bombirdier,-20,19,25,-6,8,-35,2711
1121,Finizen,-20,-39,-20,-21,-37,-42,5895
1122,Palafin,10,-14,12,-13,-15,-17,1123
1123,Palafin,10,76,37,40,10,-17,9234
1124,Varoom,-45,-14,3,-36,-32,-70,9450
1125,Revavroom,-10,35,30,-12,-10,-27,3198
1126,Cyclizar,-20,11,5,19,-12,4,1067
1127,Orthworm,-20,1,85,-6,-22,-52,10850
1128,Glimmet,-42,-49,-18,39,-17,-57,9548
1129,Glimmora,-7,-29,30,64,4,-31,6863
1130,Greavard,-40,-23,0,-36,-22,-83,10798
1131,Houndstone,-18,17,40,-16,20,-49,5270
1132,Flamigo,-8,31,14,9,-13,-27,2200
1133,Cetoddle,18,-16,-15,-36,-37,-74,8946
1134,Cetitan,80,29,5,-21,-22,-44,10127
1135,Veluza,0,18,13,12,-12,-47,2990
1136,Dondozo,60,16,55,-1,-12,-82,13750
1137,Tatsugiri,-22,-34,0,54,18,-35,6105
1138,Annihilape,20,31,20,-16,13,-27,2915
1139,Clodsire,40,-9,0,-21,23,-97,12060
1140,Farigiraf,30,6,10,44,-7,-57,6270
1141,Dudunsparce,35,16,20,19,-2,-62,6090
1142,Kingambit,10,51,60,-6,8,-67,10890
1143,Great Tusk,25,47,71,-13,-24,-30,9520
1144,Scream Tail,25,-19,39,-1,38,-6,3988
1145,Brute Bonnet,21,43,39,13,22,-62,8308
1146,Flutter Mane,-35,-29,-5,69,58,18,10540
1147,Slither Wing,-5,51,19,19,28,-36,5428
1148,Sandy Shocks,-5,-3,37,55,8,-16,4748
1149,Iron Treads,0,28,60,6,-7,-11,4590
1150,Iron Bundle,-34,-4,54,58,-17,19,8102
1151,Iron Hands,64,56,48,-16,-9,-67,14362
1152,Iron Jugulis,4,-4,26,56,3,-9,3934
1153,Iron Moth,-10,-14,0,74,33,-7,6910
1154,Iron Thorns,10,50,50,4,7,-45,7190
1155,Frigibax,-25,-9,-15,-31,-32,-62,6760
1156,Arctibax,0,11,6,-21,-12,-55,3767
1157,Baxcalibur,25,61,32,9,9,-30,6432
1158,Gimmighoul (Chest Form),-45,-54,10,9,-7,-107,16620
1159,Gimmighoul (Roaming Form),-45,-54,-35,9,-32,-37,8640
1160,Gholdengo,-3,-24,35,67,14,-33,7584
1161,Wo-Chien,-5,1,40,29,58,-47,8040
1162,Chien-Pao,-10,36,20,24,-12,18,2840
1163,Ting-Lu,65,26,65,-11,3,-72,14440
1164,Chi-Yu,-35,-4,20,69,43,-17,8540
1165,Roaring Moon,15,55,11,-11,24,2,4072
1166,Iron Valiant,-16,46,30,54,-17,-1,6478
1167,Koraidon,10,51,55,19,23,18,6940
1168,Miraidon,10,1,40,69,38,18,8230
