Alex LastName vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
994,Arrokuda,-17,-35,-57,-23,-49,-34,8849
995,Barraskewda,3,25,-37,-3,-29,36,4149
996,Toxel,-18,-60,-62,-9,-44,-60,13385
997,Toxtricity,17,0,-27,51,-9,-25,4325
998,Sizzlipede,-8,-33,-52,-13,-29,-55,7892
999,Centiskorch,42,17,-32,27,11,-35,5152
1000,Clobbopus,-8,-30,-37,-13,-29,-68,7967
1001,Grapploct,22,20,-7,7,1,-58,4347
1002,Sinistea,-18,-53,-52,11,-25,-50,9083
1003,Polteageist,2,-33,-32,71,35,-30,9283
1004,Hatenna,-16,-68,-52,-7,-26,-61,12030
1005,Hattrem,-1,-58,-32,23,-6,-51,7555
1006,Hatterene,-1,-8,-2,73,24,-71,11015
1007,Impidimp,-13,-53,-67,-8,-39,-50,11552
1008,Morgrem,7,-38,-52,12,-24,-30,5817
1009,Grimmsnarl,37,22,-32,32,-4,-40,5517
1010,Obstagoon,35,-8,4,-3,2,-5,1343
1011,Perrserker,12,12,3,-13,-19,-50,3327
1012,Cursola,2,-3,-47,82,51,-70,16447
1013,Sirfetch'd,4,37,-2,5,3,-35,2648
1014,Mr. Rime,22,-13,-22,47,21,-30,4687
1015,Runerigus,0,-3,48,-13,26,-70,8058
1016,Milcery,-13,-58,-57,-13,-18,-66,11631
1017,Alcremie,7,-38,-22,47,42,-36,7246
1018,Falinks,7,2,3,7,-19,-25,1097
1019,Pincurchin,-10,3,-2,28,6,-85,8158
1020,Snom,-28,-73,-62,-18,-49,-80,19082
1021,Frosmoth,12,-33,-37,62,11,-35,7792
1022,Stonjourner,42,27,38,-43,-59,-30,10167
1023,Eiscue (Ice Face),17,-18,13,2,11,-50,3407
1024,Eiscue (Noice Face),17,-18,-27,2,-29,30,3087
1025,Indeedee (Male),2,-33,-42,42,16,-5,4902
1026,Indeedee (Female),12,-43,-32,32,26,-15,4942
1027,Morpeko,0,-3,-39,7,-21,-3,2029
1028,Cufant,14,-18,-48,-23,-30,-60,7853
1029,Copperajah,64,32,-28,17,-10,-70,11193
1030,Dracozolt,32,2,-7,17,-9,-25,2072
1031,Arctozolt,32,2,-7,27,1,-45,3832
1032,Dracovish,32,-8,3,7,1,-25,1772
1033,Arctovish,32,-8,3,17,11,-45,3532
1034,Duraludon,12,-3,18,57,-29,-15,4792
1035,Dreepy,-30,-38,-67,-23,-49,-18,10087
1036,Drakloak,10,-18,-47,-3,-29,2,3487
1037,Dragapult,30,22,-22,37,-4,42,5017
1038,Zacian (Hero of Many Battles),34,22,18,17,36,38,4993
1039,Zacian (Crowned Sword),34,52,18,17,36,48,8073
1040,Zamazenta (Hero of Many Battles),34,22,18,17,36,38,4993
1041,Zamazenta (Crowned Shield),34,22,43,17,61,28,8283
1042,Eternatus,82,-13,-2,82,16,30,14777
1043,Eternatus (Eternamax Eternatus),197,17,153,62,171,30,96492
1044,Kubfu,2,-8,-37,-10,-29,-28,3162
1045,Urshifu,42,32,3,0,-19,-3,3167
1046,Zarude,47,22,8,7,16,5,3087
1047,Regieleki,22,2,-47,37,-29,100,14907
1048,Regidrago,142,2,-47,37,-29,-20,24987
1049,Glastrier,42,47,33,2,31,-70,10927
1050,Spectrier,42,-33,-37,82,1,30,11847
1051,Calyrex,42,-18,-17,17,1,-20,3067
1052,Calyrex (Ice Rider Calyrex),42,67,53,22,51,-50,14647
1053,Calyrex (Shadow Rider Calyrex),42,-13,-17,102,21,50,15567
1054,Wyrdeer,45,7,-25,42,-4,-35,5704
1055,Kleavor,12,37,-2,-18,-9,-15,2147
1056,Ursaluna,72,42,8,-18,1,-50,9837
1057,Basculegion (Male),62,14,-32,17,-4,-22,5853
1058,Basculegion (Female),62,-6,-32,37,-4,-22,6773
1059,Sneasler,22,32,-37,-23,1,20,3807
1060,Overqwil,27,17,-2,2,-14,-15,1447
1061,Enamorus (Incarnate Forme),16,17,-27,72,1,6,6495
1062,Enamorus (Therian Forme),16,17,13,72,21,-54,9255
1063,Sprigatito,-18,-37,-43,-18,-34,-35,6247
1064,Floragato,3,-18,-34,-3,-16,-17,2043
1065,Meowscarada,18,12,-27,18,-9,23,2131
1066,Fuecoco,9,-53,-38,0,-39,-64,9951
1067,Crocalor,23,-43,-19,27,-21,-51,6510
1068,Skeledirge,46,-23,3,47,-4,-34,6035
1069,Quaxly,-3,-33,-52,-13,-34,-50,7627
1070,Quaxwell,12,-13,-32,2,-19,-35,2927
1071,Quaquaval,27,22,-17,22,-4,-15,2227
1072,Lechonk,-4,-53,-57,-28,-34,-65,12239
1073,Oinkologne (Male),52,2,-22,-4,1,-35,4434
1074,Oinkologne (Female),57,-8,-27,-4,11,-35,5404
1075,Tarountula,-23,-57,-52,-34,-39,-80,15559
1076,Spidops,2,-19,-5,-11,7,-65,4785
1077,Nymble,-25,-52,-57,-42,-54,-55,14283
1078,Lokix,13,4,-19,-11,-24,-8,1307
1079,Pawmi,-13,-48,-77,-23,-54,-40,13447
1080,Pawmo,2,-23,-57,-13,-39,-15,5697
1081,Pawmot,12,17,-27,7,-19,5,1597
1082,Tandemaus,-8,-48,-52,-23,-34,-25,7382
1083,Maushold,16,-23,-27,2,-4,11,1655
1084,Fidough,-21,-43,-27,-33,-24,-35,5909
1085,Dachsbun,-1,-18,18,-13,1,-5,844
1086,Smoliv,-17,-63,-52,-5,-28,-70,12671
1087,Dolliv,-6,-45,-37,15,-1,-67,8145
1088,Arboliva,20,-29,-7,62,30,-61,9755
1089,Squawkabilly,24,-2,-46,-18,-28,-8,3868
1090,Nacli,-3,-43,-22,-28,-44,-75,10687
1091,Naclstack,2,-38,3,-28,-14,-65,6662
1092,Garganacl,42,2,33,-18,11,-65,7527
1093,Charcadet,-18,-48,-57,-13,-39,-65,11792
1094,Armarouge,27,-38,3,62,1,-25,6652
1095,Ceruledge,17,27,-17,-3,21,-15,1982
1096,Tadbulb,3,-67,-56,-4,-44,-55,12611
1097,Bellibolt,51,-34,-6,40,4,-55,8434
1098,Wattrel,-18,-58,-62,-8,-39,-30,10017
1099,Kilowattrel,12,-28,-37,42,-19,25,5047
1100,Maschiff,2,-20,-37,-23,-28,-49,5487
1101,Mabosstiff,22,22,-7,-3,-9,-15,1332
1102,Shroodle,-18,-33,-62,-23,-44,-25,8347
1103,Grafaiai,5,-3,-32,17,-7,10,1496
1104,Bramblin,-18,-33,-67,-18,-44,-40,9762
1105,Brambleghast,-3,17,-27,17,-9,-10,1497
1106,Toedscool,-18,-58,-62,-13,21,-30,9042
1107,Toedscruel,22,-28,-32,17,41,0,4262
1108,Klawf,12,2,18,-28,-24,-25,2457
1109,Capsakid,-8,-36,-57,-1,-39,-50,8631
1110,Scovillain,7,10,-32,45,-14,-25,4019
1111,Rellor,-17,-48,-37,-32,-21,-70,10327
1112,Rabsca,17,-48,-12,52,21,-55,8907
1113,Flittle,-28,-63,-67,-8,-49,-25,12332
1114,Espathra,37,-38,-37,38,-19,5,6012
1115,Tinkatink,-8,-53,-52,-28,-15,-42,8350
1116,Tinkatuff,7,-43,-42,-18,3,-22,4479
1117,Tinkaton,27,-23,-20,7,26,-6,2419
1118,Wiglett,-48,-43,-72,-28,-54,-5,13062
1119,Wugtrio,-23,2,-47,-13,-9,20,3392
1120,Bombirdier,12,5,-12,-3,6,-18,682
1121,Finizen,12,-53,-57,-18,-39,-25,8672
1122,Palafin,42,-28,-25,-10,-17,0,3562
1123,Palafin,42,62,0,43,8,0,7521
1124,Varoom,-13,-28,-34,-33,-34,-53,7163
1125,Revavroom,22,21,-7,-9,-12,-10,1299
1126,Cyclizar,12,-3,-32,22,-14,21,2298
1127,Orthworm,12,-13,48,-3,-24,-35,4427
1128,Glimmet,-10,-63,-55,42,-19,-40,10819
1129,Glimmora,25,-43,-7,67,2,-14,7212
1130,Greavard,-8,-37,-37,-33,-24,-66,8823
1131,Houndstone,14,3,3,-13,18,-32,1731
1132,Flamigo,24,17,-23,12,-15,-10,1863
1133,Cetoddle,50,-30,-52,-33,-39,-57,11963
1134,Cetitan,112,15,-32,-18,-24,-27,15422
1135,Veluza,32,4,-24,15,-14,-30,2937
1136,Dondozo,92,2,18,2,-14,-65,13217
1137,Tatsugiri,10,-48,-37,57,16,-18,7602
1138,Annihilape,52,17,-17,-13,11,-10,3672
1139,Clodsire,72,-23,-37,-18,21,-80,14247
1140,Farigiraf,62,-8,-27,47,-9,-40,8527
1141,Dudunsparce,67,2,-17,22,-4,-45,7307
1142,Kingambit,42,37,23,-3,6,-50,6207
1143,Great Tusk,57,33,34,-10,-26,-13,6439
1144,Scream Tail,57,-33,2,2,36,11,5763
1145,Brute Bonnet,53,29,2,16,20,-45,6335
1146,Flutter Mane,-3,-43,-42,72,56,35,13167
1147,Slither Wing,27,37,-18,22,26,-19,3943
1148,Sandy Shocks,27,-17,0,58,6,1,4419
1149,Iron Treads,32,14,23,9,-9,6,1947
1150,Iron Bundle,-2,-18,17,61,-19,36,5995
1151,Iron Hands,96,42,11,-13,-11,-50,13891
1152,Iron Jugulis,36,-18,-11,59,1,8,5287
1153,Iron Moth,22,-28,-37,77,31,10,9627
1154,Iron Thorns,42,36,13,7,5,-28,4087
1155,Frigibax,7,-23,-52,-28,-34,-45,7247
1156,Arctibax,32,-3,-31,-18,-14,-38,3958
1157,Baxcalibur,57,47,-5,12,7,-13,5845
1158,Gimmighoul (Chest Form),-13,-68,-27,12,-9,-90,13847
1159,Gimmighoul (Roaming Form),-13,-68,-72,12,-34,-20,11677
1160,Gholdengo,29,-38,-2,70,12,-16,7589
1161,Wo-Chien,27,-13,3,32,56,-30,5967
1162,Chien-Pao,22,22,-17,27,-14,35,3407
1163,Ting-Lu,97,12,28,-8,1,-55,13427
1164,Chi-Yu,-3,-18,-17,72,41,0,7487
1165,Roaring Moon,47,41,-26,-8,22,19,5475
1166,Iron Valiant,16,32,-7,57,-19,16,5195
1167,Koraidon,42,37,18,22,21,35,5607
1168,Miraidon,42,-13,3,72,36,35,9647
