Matthew Kish vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
960,Rillaboom,19,18,-14,-10,-32,-18,2329
961,Scorbunny,-31,-36,-64,-30,-62,-34,12253
962,Raboot,-16,-21,-44,-15,-42,-9,4703
963,Cinderace,-1,9,-29,-5,-27,16,1933
964,Sobble,-31,-67,-64,0,-62,-33,14479
965,Drizzile,-16,-47,-49,25,-47,-13,7869
966,Inteleon,-11,-22,-39,55,-37,17,6809
967,Skwovet,-11,-52,-49,-35,-67,-78,17024
968,Greedent,39,-12,-9,-15,-27,-83,9589
969,Rookidee,-43,-60,-69,-37,-67,-46,18184
970,Corvisquire,-13,-40,-49,-27,-47,-26,7784
971,Corviknight,17,-20,1,-17,-17,-36,2564
972,Blipbug,-56,-87,-84,-45,-57,-58,26399
973,Dottler,-31,-72,-24,-20,-12,-73,12594
974,Orbeetle,-21,-62,6,10,18,-13,4914
975,Nickit,-41,-79,-76,-23,-50,-53,19536
976,Thievul,-11,-49,-46,17,-10,-13,5196
977,Gossifleur,-41,-67,-44,-30,-42,-93,19419
978,Eldegoss,-21,-57,-14,10,18,-43,6159
979,Wooloo,-39,-67,-49,-30,-57,-55,15585
980,Dubwool,-9,-27,-4,-10,-12,-15,1295
981,Chewtle,-31,-43,-54,-32,-64,-59,14327
982,Drednaw,9,8,-14,-22,-34,-29,2822
983,Yamper,-22,-62,-54,-30,-52,-77,16777
984,Boltund,-12,-17,-44,20,-42,18,4857
985,Rolycoly,-51,-67,-54,-30,-52,-73,18939
986,Carkol,-1,-47,-14,-10,-32,-53,6339
987,Coalossal,29,-27,16,10,-12,-73,7399
988,Applin,-41,-67,-24,-30,-62,-83,18379
989,Flapple,-11,3,-24,25,-42,-33,4184
990,Appletun,29,-22,-24,30,-22,-73,8614
991,Silicobra,-29,-50,-29,-35,-52,-57,11360
992,Sandaconda,-9,0,21,-5,-32,-32,2595
993,Cramorant,-11,-22,-49,15,-7,-18,3604
994,Arrokuda,-40,-44,-64,-30,-72,-37,15085
995,Barraskewda,-20,16,-44,-10,-52,33,6485
996,Toxel,-41,-69,-69,-16,-67,-63,19917
997,Toxtricity,-6,-9,-34,44,-32,-28,5017
998,Sizzlipede,-31,-42,-59,-20,-52,-58,12674
999,Centiskorch,19,8,-39,20,-12,-38,3934
1000,Clobbopus,-31,-39,-44,-20,-52,-71,12563
1001,Grapploct,-1,11,-14,0,-22,-61,4523
1002,Sinistea,-41,-62,-59,4,-48,-53,14135
1003,Polteageist,-21,-42,-39,64,12,-33,9055
1004,Hatenna,-39,-77,-59,-14,-49,-64,17624
1005,Hattrem,-24,-67,-39,16,-29,-54,10599
1006,Hatterene,-24,-17,-9,66,1,-74,10779
1007,Impidimp,-36,-62,-74,-15,-62,-53,17494
1008,Morgrem,-16,-47,-59,5,-47,-33,9269
1009,Grimmsnarl,14,13,-39,25,-27,-43,5089
1010,Obstagoon,12,-17,-3,-10,-21,-8,1047
1011,Perrserker,-11,3,-4,-20,-42,-53,5119
1012,Cursola,-21,-12,-54,75,28,-73,15239
1013,Sirfetch'd,-19,28,-9,-2,-20,-38,3074
1014,Mr. Rime,-1,-22,-29,40,-2,-33,4019
1015,Runerigus,-23,-12,41,-20,3,-73,8092
1016,Milcery,-36,-67,-64,-20,-41,-69,16723
1017,Alcremie,-16,-47,-29,40,19,-39,6788
1018,Falinks,-16,-7,-4,0,-42,-28,2869
1019,Pincurchin,-33,-6,-9,21,-17,-88,9680
1020,Snom,-51,-82,-69,-25,-72,-83,26784
1021,Frosmoth,-11,-42,-44,55,-12,-38,8434
1022,Stonjourner,19,18,31,-50,-82,-33,11959
1023,Eiscue (Ice Face),-6,-27,6,-5,-12,-53,3779
1024,Eiscue (Noice Face),-6,-27,-34,-5,-52,27,5379
1025,Indeedee (Male),-21,-42,-49,35,-7,-8,5944
1026,Indeedee (Female),-11,-52,-39,25,3,-18,5304
1027,Morpeko,-23,-12,-46,0,-44,-6,4761
1028,Cufant,-9,-27,-55,-30,-53,-63,11513
1029,Copperajah,41,23,-35,10,-33,-73,9953
1030,Dracozolt,9,-7,-14,10,-32,-28,2234
1031,Arctozolt,9,-7,-14,20,-22,-48,3514
1032,Dracovish,9,-17,-4,0,-22,-28,1654
1033,Arctovish,9,-17,-4,10,-12,-48,2934
1034,Duraludon,-11,-12,11,50,-52,-18,5914
1035,Dreepy,-53,-47,-74,-30,-72,-21,17019
1036,Drakloak,-13,-27,-54,-10,-52,-1,6619
1037,Dragapult,7,13,-29,30,-27,39,4209
1038,Zacian (Hero of Many Battles),11,13,11,10,13,35,1905
1039,Zacian (Crowned Sword),11,43,11,10,13,45,4385
1040,Zamazenta (Hero of Many Battles),11,13,11,10,13,35,1905
1041,Zamazenta (Crowned Shield),11,13,36,10,38,25,3755
1042,Eternatus,59,-22,-9,75,-7,27,10449
1043,Eternatus (Eternamax Eternatus),174,8,146,55,148,27,77314
1044,Kubfu,-21,-17,-44,-17,-52,-31,6620
1045,Urshifu,19,23,-4,-7,-42,-6,2755
1046,Zarude,24,13,1,0,-7,2,799
1047,Regieleki,-1,-7,-54,30,-52,97,15979
1048,Regidrago,119,-7,-54,30,-52,-23,21259
1049,Glastrier,19,38,26,-5,8,-73,7899
1050,Spectrier,19,-42,-44,75,-22,27,10899
1051,Calyrex,19,-27,-24,10,-22,-23,2779
1052,Calyrex (Ice Rider Calyrex),19,58,46,15,28,-53,9659
1053,Calyrex (Shadow Rider Calyrex),19,-22,-24,95,-2,47,12659
1054,Wyrdeer,22,-2,-32,35,-27,-38,4910
1055,Kleavor,-11,28,-9,-25,-32,-18,2959
1056,Ursaluna,49,33,1,-25,-22,-53,7409
1057,Basculegion (Male),39,5,-39,10,-27,-25,4521
1058,Basculegion (Female),39,-15,-39,30,-27,-25,5521
1059,Sneasler,-1,23,-44,-30,-22,17,4139
1060,Overqwil,4,8,-9,-5,-37,-18,1879
1061,Enamorus (Incarnate Forme),-7,8,-34,65,-22,3,5987
1062,Enamorus (Therian Forme),-7,8,6,65,-2,-57,7627
1063,Sprigatito,-41,-46,-50,-25,-57,-38,11615
1064,Floragato,-20,-27,-41,-10,-39,-20,4831
1065,Meowscarada,-5,3,-34,11,-32,20,2735
1066,Fuecoco,-14,-62,-45,-7,-62,-67,14447
1067,Crocalor,0,-52,-26,20,-44,-54,8632
1068,Skeledirge,23,-32,-4,40,-27,-37,5267
1069,Quaxly,-26,-42,-59,-20,-57,-53,12379
1070,Quaxwell,-11,-22,-39,-5,-42,-38,5359
1071,Quaquaval,4,13,-24,15,-27,-18,2039
1072,Lechonk,-27,-62,-64,-35,-57,-68,17767
1073,Oinkologne (Male),29,-7,-29,-11,-22,-38,3780
1074,Oinkologne (Female),34,-17,-34,-11,-12,-38,4310
1075,Tarountula,-46,-66,-59,-41,-62,-83,22367
1076,Spidops,-21,-28,-12,-18,-16,-68,6573
1077,Nymble,-48,-61,-64,-49,-77,-58,21815
1078,Lokix,-10,-5,-26,-18,-47,-11,3455
1079,Pawmi,-36,-57,-84,-30,-77,-43,20279
1080,Pawmo,-21,-32,-64,-20,-62,-18,10129
1081,Pawmot,-11,8,-34,0,-42,2,3109
1082,Tandemaus,-31,-57,-59,-30,-57,-28,12624
1083,Maushold,-7,-32,-34,-5,-27,8,3047
1084,Fidough,-44,-52,-34,-40,-47,-38,11049
1085,Dachsbun,-24,-27,11,-20,-22,-8,2374
1086,Smoliv,-40,-72,-59,-12,-51,-73,18339
1087,Dolliv,-29,-54,-44,8,-24,-70,11233
1088,Arboliva,-3,-38,-14,55,7,-64,8819
1089,Squawkabilly,1,-11,-53,-25,-51,-11,6278
1090,Nacli,-26,-52,-29,-35,-67,-78,16019
1091,Naclstack,-21,-47,-4,-35,-37,-68,9884
1092,Garganacl,19,-7,26,-25,-12,-68,6479
1093,Charcadet,-41,-57,-64,-20,-62,-68,17894
1094,Armarouge,4,-47,-4,55,-22,-28,6534
1095,Ceruledge,-6,18,-24,-10,-2,-18,1364
1096,Tadbulb,-20,-76,-63,-11,-67,-58,18119
1097,Bellibolt,28,-43,-13,33,-19,-58,7616
1098,Wattrel,-41,-67,-69,-15,-62,-33,16089
1099,Kilowattrel,-11,-37,-44,35,-42,22,6899
1100,Maschiff,-21,-29,-44,-30,-51,-52,9423
1101,Mabosstiff,-1,13,-14,-10,-32,-18,1814
1102,Shroodle,-41,-42,-69,-30,-67,-28,14379
1103,Grafaiai,-18,-12,-39,10,-30,7,3038
1104,Bramblin,-41,-42,-74,-25,-67,-43,15884
1105,Brambleghast,-26,8,-34,10,-32,-13,3189
1106,Toedscool,-41,-67,-69,-20,-2,-33,12424
1107,Toedscruel,-1,-37,-39,10,18,-3,3324
1108,Klawf,-11,-7,11,-35,-47,-28,4509
1109,Capsakid,-31,-45,-64,-8,-62,-53,13799
1110,Scovillain,-16,1,-39,38,-37,-28,5375
1111,Rellor,-40,-57,-44,-39,-44,-73,15571
1112,Rabsca,-6,-57,-19,45,-2,-58,9039
1113,Flittle,-51,-72,-74,-15,-72,-28,19454
1114,Espathra,14,-47,-44,31,-42,2,7070
1115,Tinkatink,-31,-62,-59,-35,-38,-45,12980
1116,Tinkatuff,-16,-52,-49,-25,-20,-25,7011
1117,Tinkaton,4,-32,-27,0,3,-9,1859
1118,Wiglett,-71,-52,-79,-35,-77,-8,21204
1119,Wugtrio,-46,-7,-54,-20,-32,17,6794
1120,Bombirdier,-11,-4,-19,-10,-17,-21,1328
1121,Finizen,-11,-62,-64,-25,-62,-28,13314
1122,Palafin,19,-37,-32,-17,-40,-3,4652
1123,Palafin,19,53,-7,36,-15,-3,4749
1124,Varoom,-36,-37,-41,-40,-57,-56,12331
1125,Revavroom,-1,12,-14,-16,-35,-13,1991
1126,Cyclizar,-11,-12,-39,15,-37,18,3704
1127,Orthworm,-11,-22,41,-10,-47,-38,6039
1128,Glimmet,-33,-72,-62,35,-42,-43,14955
1129,Glimmora,2,-52,-14,60,-21,-17,7234
1130,Greavard,-31,-46,-44,-40,-47,-69,13583
1131,Houndstone,-9,-6,-4,-20,-5,-35,1783
1132,Flamigo,1,8,-30,5,-38,-13,2603
1133,Cetoddle,27,-39,-59,-40,-62,-60,14775
1134,Cetitan,89,6,-39,-25,-47,-30,13212
1135,Veluza,9,-5,-31,8,-37,-33,3589
1136,Dondozo,69,-7,11,-5,-37,-68,10949
1137,Tatsugiri,-13,-57,-44,50,-7,-21,8344
1138,Annihilape,29,8,-24,-20,-12,-13,2194
1139,Clodsire,49,-32,-44,-25,-2,-83,12879
1140,Farigiraf,39,-17,-34,40,-32,-43,7439
1141,Dudunsparce,44,-7,-24,15,-27,-48,5819
1142,Kingambit,19,28,16,-10,-17,-53,4599
1143,Great Tusk,34,24,27,-17,-49,-16,5407
1144,Scream Tail,34,-42,-5,-5,13,8,3203
1145,Brute Bonnet,30,20,-5,9,-3,-48,3719
1146,Flutter Mane,-26,-52,-49,65,33,32,12119
1147,Slither Wing,4,28,-25,15,3,-22,2143
1148,Sandy Shocks,4,-26,-7,51,-17,-2,3635
1149,Iron Treads,9,5,16,2,-32,3,1399
1150,Iron Bundle,-25,-27,10,54,-42,33,7223
1151,Iron Hands,73,33,4,-20,-34,-53,10799
1152,Iron Jugulis,13,-27,-18,52,-22,5,4435
1153,Iron Moth,-1,-37,-44,70,8,7,8319
1154,Iron Thorns,19,27,6,0,-18,-31,2411
1155,Frigibax,-16,-32,-59,-35,-57,-48,11539
1156,Arctibax,9,-12,-38,-25,-37,-41,5344
1157,Baxcalibur,34,38,-12,5,-16,-16,3281
1158,Gimmighoul (Chest Form),-36,-77,-34,5,-32,-93,18079
1159,Gimmighoul (Roaming Form),-36,-77,-79,5,-57,-23,17269
1160,Gholdengo,6,-47,-9,63,-11,-19,6777
1161,Wo-Chien,4,-22,-4,25,33,-33,3319
1162,Chien-Pao,-1,13,-24,20,-37,32,3539
1163,Ting-Lu,74,3,21,-15,-22,-58,9999
1164,Chi-Yu,-26,-27,-24,65,18,-3,6539
1165,Roaring Moon,24,32,-33,-15,-1,16,3171
1166,Iron Valiant,-7,23,-14,50,-42,13,5207
1167,Koraidon,19,28,11,15,-2,32,2519
1168,Miraidon,19,-22,-4,65,13,32,6279
