Will Simpson vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
950,Marshadow,2,15,-26,-15,-15,26,2031
951,Poipole,-21,-37,-39,-32,-38,-26,6475
952,Naganadel,-15,-37,-33,22,-32,22,4675
953,Stakataka,-27,21,105,-52,-4,-86,22311
954,Blacephalon,-35,17,-53,46,-26,8,7179
955,Zeraora,0,2,-31,-3,-25,44,3535
956,Meltan,-42,-45,-41,-50,-70,-65,17095
957,Melmetal,47,33,37,-25,-40,-65,11117
958,Grookey,-38,-45,-56,-65,-65,-34,16211
959,Thwackey,-18,-25,-36,-50,-45,-19,7131
960,Rillaboom,12,15,-16,-45,-35,-14,4071
961,Scorbunny,-38,-39,-66,-65,-65,-30,16671
962,Raboot,-23,-24,-46,-50,-45,-5,7771
963,Cinderace,-8,6,-31,-40,-30,20,3961
964,Sobble,-38,-70,-66,-35,-65,-29,16991
965,Drizzile,-23,-50,-51,-10,-50,-9,8311
966,Inteleon,-18,-25,-41,20,-40,21,5071
967,Skwovet,-18,-55,-51,-70,-70,-74,21226
968,Greedent,32,-15,-11,-50,-30,-79,11011
969,Rookidee,-50,-63,-71,-72,-70,-42,23358
970,Corvisquire,-20,-43,-51,-62,-50,-22,11678
971,Corviknight,10,-23,-1,-52,-20,-32,4758
972,Blipbug,-63,-90,-86,-80,-60,-54,32381
973,Dottler,-38,-75,-26,-55,-15,-69,15756
974,Orbeetle,-28,-65,4,-25,15,-9,5956
975,Nickit,-48,-82,-78,-58,-53,-49,23686
976,Thievul,-18,-52,-48,-18,-13,-9,5906
977,Gossifleur,-48,-70,-46,-65,-45,-89,23491
978,Eldegoss,-28,-60,-16,-25,15,-39,7011
979,Wooloo,-46,-70,-51,-65,-60,-51,20043
980,Dubwool,-16,-30,-6,-45,-15,-11,3563
981,Chewtle,-38,-46,-56,-67,-67,-55,18699
982,Drednaw,2,5,-16,-57,-37,-25,5528
983,Yamper,-29,-65,-56,-65,-55,-73,20781
984,Boltund,-19,-20,-46,-15,-45,22,5611
985,Rolycoly,-58,-70,-56,-65,-55,-69,23411
986,Carkol,-8,-50,-16,-45,-35,-49,8471
987,Coalossal,22,-30,14,-25,-15,-69,7191
988,Applin,-48,-70,-26,-65,-65,-79,22571
989,Flapple,-18,0,-26,-10,-45,-29,3966
990,Appletun,22,-25,-26,-5,-25,-69,7196
991,Silicobra,-36,-53,-31,-70,-55,-53,15800
992,Sandaconda,-16,-3,19,-40,-35,-28,4235
993,Cramorant,-18,-25,-51,-20,-10,-14,4246
994,Arrokuda,-47,-47,-66,-65,-75,-33,19713
995,Barraskewda,-27,13,-46,-45,-55,37,9433
996,Toxel,-48,-72,-71,-51,-70,-59,23511
997,Toxtricity,-13,-12,-36,9,-35,-24,3491
998,Sizzlipede,-38,-45,-61,-55,-55,-54,16156
999,Centiskorch,12,5,-41,-15,-15,-34,3456
1000,Clobbopus,-38,-42,-46,-55,-55,-67,15863
1001,Grapploct,-8,8,-16,-35,-25,-57,5483
1002,Sinistea,-48,-65,-61,-31,-51,-49,16213
1003,Polteageist,-28,-45,-41,29,9,-29,6253
1004,Hatenna,-46,-80,-61,-49,-52,-60,20942
1005,Hattrem,-31,-70,-41,-19,-32,-50,11427
1006,Hatterene,-31,-20,-11,31,-2,-70,7347
1007,Impidimp,-43,-65,-76,-50,-65,-49,20976
1008,Morgrem,-23,-50,-61,-30,-50,-29,10991
1009,Grimmsnarl,7,10,-41,-10,-30,-39,4351
1010,Obstagoon,5,-20,-5,-45,-24,-4,3067
1011,Perrserker,-18,0,-6,-55,-45,-49,7811
1012,Cursola,-28,-15,-56,40,25,-69,11131
1013,Sirfetch'd,-26,25,-11,-37,-23,-34,4476
1014,Mr. Rime,-8,-25,-31,5,-5,-29,2541
1015,Runerigus,-30,-15,39,-55,0,-69,10432
1016,Milcery,-43,-70,-66,-55,-44,-65,20291
1017,Alcremie,-23,-50,-31,5,16,-35,5496
1018,Falinks,-23,-10,-6,-35,-45,-24,4491
1019,Pincurchin,-40,-9,-11,-14,-20,-84,9454
1020,Snom,-58,-85,-71,-60,-75,-79,31096
1021,Frosmoth,-18,-45,-46,20,-15,-34,6246
1022,Stonjourner,12,15,29,-85,-85,-29,16501
1023,Eiscue (Ice Face),-13,-30,4,-40,-15,-49,5311
1024,Eiscue (Noice Face),-13,-30,-36,-40,-55,31,7951
1025,Indeedee (Male),-28,-45,-51,0,-10,-4,5526
1026,Indeedee (Female),-18,-55,-41,-10,0,-14,5326
1027,Morpeko,-30,-15,-48,-35,-47,-2,6867
1028,Cufant,-16,-30,-57,-65,-56,-59,15247
1029,Copperajah,34,20,-37,-25,-36,-69,9607
1030,Dracozolt,2,-10,-16,-25,-35,-24,2786
1031,Arctozolt,2,-10,-16,-15,-25,-44,3146
1032,Dracovish,2,-20,-6,-35,-25,-24,2866
1033,Arctovish,2,-20,-6,-25,-15,-44,3226
1034,Duraludon,-18,-15,9,15,-55,-14,4076
1035,Dreepy,-60,-50,-76,-65,-75,-17,22015
1036,Drakloak,-20,-30,-56,-45,-55,3,9495
1037,Dragapult,0,10,-31,-5,-30,43,3835
1038,Zacian (Hero of Many Battles),4,10,9,-25,10,39,2443
1039,Zacian (Crowned Sword),4,40,9,-25,10,49,4823
1040,Zamazenta (Hero of Many Battles),4,10,9,-25,10,39,2443
1041,Zamazenta (Crowned Shield),4,10,34,-25,35,29,3963
1042,Eternatus,52,-25,-11,40,-10,31,6111
1043,Eternatus (Eternamax Eternatus),167,5,144,20,145,31,71036
1044,Kubfu,-28,-20,-46,-52,-55,-27,9758
1045,Urshifu,12,20,-6,-42,-45,-2,4373
1046,Zarude,17,10,-1,-35,-10,6,1751
1047,Regieleki,-8,-10,-56,-5,-55,101,16551
1048,Regidrago,112,-10,-56,-5,-55,-19,19191
1049,Glastrier,12,35,24,-40,5,-69,8331
1050,Spectrier,12,-45,-46,40,-25,31,7471
1051,Calyrex,12,-30,-26,-25,-25,-19,3331
1052,Calyrex (Ice Rider Calyrex),12,55,44,-20,25,-49,8531
1053,Calyrex (Shadow Rider Calyrex),12,-25,-26,60,-5,51,7671
1054,Wyrdeer,15,-5,-34,0,-30,-34,3462
1055,Kleavor,-18,25,-11,-60,-35,-14,6091
1056,Ursaluna,42,30,-1,-60,-25,-49,9291
1057,Basculegion (Male),32,2,-41,-25,-30,-21,4675
1058,Basculegion (Female),32,-18,-41,-5,-30,-21,4395
1059,Sneasler,-8,20,-46,-65,-25,21,7871
1060,Overqwil,-3,5,-11,-40,-40,-14,3551
1061,Enamorus (Incarnate Forme),-14,5,-36,30,-25,7,3091
1062,Enamorus (Therian Forme),-14,5,4,30,-5,-53,3971
1063,Sprigatito,-48,-49,-52,-60,-60,-34,15765
1064,Floragato,-27,-30,-43,-45,-42,-16,7523
1065,Meowscarada,-12,0,-36,-24,-35,24,3817
1066,Fuecoco,-21,-65,-47,-42,-65,-63,16833
1067,Crocalor,-7,-55,-28,-15,-47,-50,8792
1068,Skeledirge,16,-35,-6,5,-30,-33,3531
1069,Quaxly,-33,-45,-61,-55,-60,-49,15861
1070,Quaxwell,-18,-25,-41,-40,-45,-34,7411
1071,Quaquaval,-3,10,-26,-20,-30,-14,2281
1072,Lechonk,-34,-65,-66,-70,-60,-64,22333
1073,Oinkologne (Male),22,-10,-31,-46,-25,-34,5442
1074,Oinkologne (Female),27,-20,-36,-46,-15,-34,5922
1075,Tarountula,-53,-69,-61,-76,-65,-79,27533
1076,Spidops,-28,-31,-14,-53,-19,-64,9207
1077,Nymble,-55,-64,-66,-84,-80,-54,27849
1078,Lokix,-17,-8,-28,-53,-50,-7,6495
1079,Pawmi,-43,-60,-86,-65,-80,-39,24991
1080,Pawmo,-28,-35,-66,-55,-65,-14,13811
1081,Pawmot,-18,5,-36,-35,-45,6,4931
1082,Tandemaus,-38,-60,-61,-65,-60,-24,17166
1083,Maushold,-14,-35,-36,-40,-30,12,5361
1084,Fidough,-51,-55,-36,-75,-50,-34,16203
1085,Dachsbun,-31,-30,9,-55,-25,-4,5608
1086,Smoliv,-47,-75,-61,-47,-54,-69,21441
1087,Dolliv,-36,-57,-46,-27,-27,-66,12475
1088,Arboliva,-10,-41,-16,20,4,-60,6053
1089,Squawkabilly,-6,-14,-55,-60,-54,-7,9822
1090,Nacli,-33,-55,-31,-70,-70,-74,20351
1091,Naclstack,-28,-50,-6,-70,-40,-64,13916
1092,Garganacl,12,-10,24,-60,-15,-64,8741
1093,Charcadet,-48,-60,-66,-55,-65,-64,21606
1094,Armarouge,-3,-50,-6,20,-25,-24,4146
1095,Ceruledge,-13,15,-26,-45,-5,-14,3316
1096,Tadbulb,-27,-79,-65,-46,-70,-54,21127
1097,Bellibolt,21,-46,-15,-2,-22,-54,6186
1098,Wattrel,-48,-70,-71,-50,-65,-29,19811
1099,Kilowattrel,-18,-40,-46,0,-45,26,6741
1100,Maschiff,-28,-32,-46,-65,-54,-48,13369
1101,Mabosstiff,-8,10,-16,-45,-35,-14,3866
1102,Shroodle,-48,-45,-71,-65,-70,-24,19071
1103,Grafaiai,-25,-15,-41,-25,-33,11,4366
1104,Bramblin,-48,-45,-76,-60,-70,-39,20126
1105,Brambleghast,-33,5,-36,-25,-35,-9,4341
1106,Toedscool,-48,-70,-71,-55,-5,-29,16136
1107,Toedscruel,-8,-40,-41,-25,15,1,4196
1108,Klawf,-18,-10,9,-70,-50,-24,8481
1109,Capsakid,-38,-48,-66,-43,-65,-49,16579
1110,Scovillain,-23,-2,-41,3,-40,-24,4399
1111,Rellor,-47,-60,-46,-74,-47,-69,20371
1112,Rabsca,-13,-60,-21,10,-5,-54,7251
1113,Flittle,-58,-75,-76,-50,-75,-24,23466
1114,Espathra,7,-50,-46,-4,-45,6,6742
1115,Tinkatink,-38,-65,-61,-70,-41,-41,17652
1116,Tinkatuff,-23,-55,-51,-60,-23,-21,10725
1117,Tinkaton,-3,-35,-29,-35,0,-5,3325
1118,Wiglett,-78,-55,-81,-70,-80,-4,26986
1119,Wugtrio,-53,-10,-56,-55,-35,21,10736
1120,Bombirdier,-18,-7,-21,-45,-20,-17,3528
1121,Finizen,-18,-65,-66,-60,-65,-24,17306
1122,Palafin,12,-40,-34,-52,-43,1,7454
1123,Palafin,12,50,-9,1,-18,1,3051
1124,Varoom,-43,-40,-43,-75,-60,-52,17227
1125,Revavroom,-8,9,-16,-51,-38,-9,4527
1126,Cyclizar,-18,-15,-41,-20,-40,22,4714
1127,Orthworm,-18,-25,39,-45,-50,-34,8151
1128,Glimmet,-40,-75,-64,0,-45,-39,14867
1129,Glimmora,-5,-55,-16,25,-24,-13,4676
1130,Greavard,-38,-49,-46,-75,-50,-65,18311
1131,Houndstone,-16,-9,-6,-55,-8,-31,4423
1132,Flamigo,-6,5,-32,-30,-41,-9,3747
1133,Cetoddle,20,-42,-61,-75,-65,-56,18871
1134,Cetitan,82,3,-41,-60,-50,-26,15190
1135,Veluza,2,-8,-33,-27,-40,-29,4327
1136,Dondozo,62,-10,9,-40,-40,-64,11321
1137,Tatsugiri,-20,-60,-46,15,-10,-17,6730
1138,Annihilape,22,5,-26,-55,-15,-9,4516
1139,Clodsire,42,-35,-46,-60,-5,-79,14971
1140,Farigiraf,32,-20,-36,5,-35,-39,5491
1141,Dudunsparce,37,-10,-26,-20,-30,-44,5381
1142,Kingambit,12,25,14,-45,-20,-49,5791
1143,Great Tusk,27,21,25,-52,-52,-12,7347
1144,Scream Tail,27,-45,-7,-40,10,12,4647
1145,Brute Bonnet,23,17,-7,-26,-6,-44,3515
1146,Flutter Mane,-33,-55,-51,30,30,36,9811
1147,Slither Wing,-3,25,-27,-20,0,-18,2087
1148,Sandy Shocks,-3,-29,-9,16,-20,2,1591
1149,Iron Treads,2,2,14,-33,-35,7,2567
1150,Iron Bundle,-32,-30,8,19,-45,37,5743
1151,Iron Hands,66,30,2,-55,-37,-49,12055
1152,Iron Jugulis,6,-30,-20,17,-25,9,2331
1153,Iron Moth,-8,-40,-46,35,5,11,5151
1154,Iron Thorns,12,24,4,-35,-21,-27,3131
1155,Frigibax,-23,-35,-61,-70,-60,-44,15911
1156,Arctibax,2,-15,-40,-60,-40,-37,8398
1157,Baxcalibur,27,35,-14,-30,-19,-12,3555
1158,Gimmighoul (Chest Form),-43,-80,-36,-30,-35,-89,19591
1159,Gimmighoul (Roaming Form),-43,-80,-81,-30,-60,-19,19671
1160,Gholdengo,-1,-50,-11,28,-14,-15,3827
1161,Wo-Chien,-3,-25,-6,-10,30,-29,2511
1162,Chien-Pao,-8,10,-26,-15,-40,36,3961
1163,Ting-Lu,67,0,19,-50,-25,-54,10891
1164,Chi-Yu,-33,-30,-26,30,15,1,3791
1165,Roaring Moon,17,29,-35,-50,-4,20,5271
1166,Iron Valiant,-14,20,-16,15,-45,17,3391
1167,Koraidon,12,25,9,-20,-5,36,2571
1168,Miraidon,12,-25,-6,30,10,36,3101
