Jack Massingill vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
950,Marshadow,8,17,-21,-22,-16,28,2318
951,Poipole,-15,-35,-34,-39,-39,-24,6224
952,Naganadel,-9,-35,-28,15,-33,24,3980
953,Stakataka,-21,23,110,-59,-5,-84,23632
954,Blacephalon,-29,19,-48,39,-27,10,5856
955,Zeraora,6,4,-26,-10,-26,46,3620
956,Meltan,-36,-43,-36,-57,-71,-63,16700
957,Melmetal,53,35,42,-32,-41,-63,12472
958,Grookey,-32,-43,-51,-72,-66,-32,16038
959,Thwackey,-12,-23,-31,-57,-46,-17,7288
960,Rillaboom,18,17,-11,-52,-36,-12,4878
961,Scorbunny,-32,-37,-61,-72,-66,-28,16438
962,Raboot,-17,-22,-41,-57,-46,-3,7828
963,Cinderace,-2,8,-26,-47,-31,22,4398
964,Sobble,-32,-68,-61,-42,-66,-27,16218
965,Drizzile,-17,-48,-46,-17,-51,-7,7648
966,Inteleon,-12,-23,-36,13,-41,23,4348
967,Skwovet,-12,-53,-46,-77,-71,-72,21223
968,Greedent,38,-13,-6,-57,-31,-77,11788
969,Rookidee,-44,-61,-66,-79,-71,-40,22895
970,Corvisquire,-14,-41,-46,-69,-51,-20,11755
971,Corviknight,16,-21,4,-59,-21,-30,5535
972,Blipbug,-57,-88,-81,-87,-61,-52,31548
973,Dottler,-32,-73,-21,-62,-16,-67,15383
974,Orbeetle,-22,-63,9,-32,14,-7,5803
975,Nickit,-42,-80,-73,-65,-54,-47,22843
976,Thievul,-12,-50,-43,-25,-14,-7,5363
977,Gossifleur,-42,-68,-41,-72,-46,-87,22938
978,Eldegoss,-22,-58,-11,-32,14,-37,6558
979,Wooloo,-40,-68,-46,-72,-61,-49,19646
980,Dubwool,-10,-28,-1,-52,-16,-9,3926
981,Chewtle,-32,-44,-51,-74,-68,-53,18470
982,Drednaw,8,7,-11,-64,-38,-23,6303
983,Yamper,-23,-63,-51,-72,-56,-71,20460
984,Boltund,-13,-18,-41,-22,-46,24,5350
985,Rolycoly,-52,-68,-51,-72,-56,-67,22738
986,Carkol,-2,-48,-11,-52,-36,-47,8638
987,Coalossal,28,-28,19,-32,-16,-67,7698
988,Applin,-42,-68,-21,-72,-66,-77,22298
989,Flapple,-12,2,-21,-17,-46,-27,3723
990,Appletun,28,-23,-21,-12,-26,-67,7063
991,Silicobra,-30,-51,-26,-77,-56,-51,15843
992,Sandaconda,-10,-1,24,-47,-36,-26,4858
993,Cramorant,-12,-23,-46,-27,-11,-12,3783
994,Arrokuda,-41,-45,-61,-72,-76,-31,19348
995,Barraskewda,-21,15,-41,-52,-56,39,9708
996,Toxel,-42,-70,-66,-58,-71,-57,22674
997,Toxtricity,-7,-10,-31,2,-36,-22,2894
998,Sizzlipede,-32,-43,-56,-62,-56,-52,15693
999,Centiskorch,18,7,-36,-22,-16,-32,3433
1000,Clobbopus,-32,-40,-41,-62,-56,-65,15510
1001,Grapploct,-2,10,-11,-42,-26,-55,5690
1002,Sinistea,-42,-63,-56,-38,-52,-47,15226
1003,Polteageist,-22,-43,-36,22,8,-27,4906
1004,Hatenna,-40,-78,-56,-56,-53,-58,20129
1005,Hattrem,-25,-68,-36,-26,-33,-48,10614
1006,Hatterene,-25,-18,-6,24,-3,-68,6194
1007,Impidimp,-37,-63,-71,-57,-66,-47,20193
1008,Morgrem,-17,-48,-56,-37,-51,-27,10428
1009,Grimmsnarl,13,12,-36,-17,-31,-37,4228
1010,Obstagoon,11,-18,0,-52,-25,-2,3778
1011,Perrserker,-12,2,-1,-62,-46,-47,8318
1012,Cursola,-22,-13,-51,33,24,-67,9408
1013,Sirfetch'd,-20,27,-6,-44,-24,-32,4701
1014,Mr. Rime,-2,-23,-26,-2,-6,-27,1978
1015,Runerigus,-24,-13,44,-62,-1,-67,11015
1016,Milcery,-37,-68,-61,-62,-45,-63,19552
1017,Alcremie,-17,-48,-26,-2,15,-33,4587
1018,Falinks,-17,-8,-1,-42,-46,-22,4718
1019,Pincurchin,-34,-7,-6,-21,-21,-82,8847
1020,Snom,-52,-83,-66,-67,-76,-77,30143
1021,Frosmoth,-12,-43,-41,13,-16,-32,5123
1022,Stonjourner,18,17,34,-92,-86,-27,18358
1023,Eiscue (Ice Face),-7,-28,9,-47,-16,-47,5588
1024,Eiscue (Noice Face),-7,-28,-31,-47,-56,33,8228
1025,Indeedee (Male),-22,-43,-46,-7,-11,-2,4623
1026,Indeedee (Female),-12,-53,-36,-17,-1,-12,4683
1027,Morpeko,-24,-13,-43,-42,-48,0,6662
1028,Cufant,-10,-28,-52,-72,-57,-57,15270
1029,Copperajah,40,22,-32,-32,-37,-67,9990
1030,Dracozolt,8,-8,-11,-32,-36,-22,3053
1031,Arctozolt,8,-8,-11,-22,-26,-42,3173
1032,Dracovish,8,-18,-1,-42,-26,-22,3313
1033,Arctovish,8,-18,-1,-32,-16,-42,3433
1034,Duraludon,-12,-13,14,8,-56,-12,3853
1035,Dreepy,-54,-48,-71,-72,-76,-15,21446
1036,Drakloak,-14,-28,-51,-52,-56,5,9446
1037,Dragapult,6,12,-26,-12,-31,45,3986
1038,Zacian (Hero of Many Battles),10,12,14,-32,9,41,3226
1039,Zacian (Crowned Sword),10,42,14,-32,9,51,5766
1040,Zamazenta (Hero of Many Battles),10,12,14,-32,9,41,3226
1041,Zamazenta (Crowned Shield),10,12,39,-32,34,31,4906
1042,Eternatus,58,-23,-6,33,-11,33,6228
1043,Eternatus (Eternamax Eternatus),173,7,149,13,144,33,74173
1044,Kubfu,-22,-18,-41,-59,-56,-25,9731
1045,Urshifu,18,22,-1,-49,-46,0,5326
1046,Zarude,23,12,4,-42,-11,8,2638
1047,Regieleki,-2,-8,-51,-12,-56,103,16558
1048,Regidrago,118,-8,-51,-12,-56,-17,20158
1049,Glastrier,18,37,29,-47,4,-67,9248
1050,Spectrier,18,-43,-41,33,-26,33,6708
1051,Calyrex,18,-28,-21,-32,-26,-17,3538
1052,Calyrex (Ice Rider Calyrex),18,57,49,-27,24,-47,9488
1053,Calyrex (Shadow Rider Calyrex),18,-23,-21,53,-6,53,6948
1054,Wyrdeer,21,-3,-29,-7,-31,-32,3325
1055,Kleavor,-12,27,-6,-67,-36,-12,6838
1056,Ursaluna,48,32,4,-67,-26,-47,10718
1057,Basculegion (Male),38,4,-36,-32,-31,-19,5102
1058,Basculegion (Female),38,-16,-36,-12,-31,-19,4462
1059,Sneasler,-2,22,-41,-72,-26,23,8558
1060,Overqwil,3,7,-6,-47,-41,-12,4128
1061,Enamorus (Incarnate Forme),-8,7,-31,23,-26,9,2360
1062,Enamorus (Therian Forme),-8,7,9,23,-6,-51,3360
1063,Sprigatito,-42,-47,-47,-67,-61,-32,15416
1064,Floragato,-21,-28,-38,-52,-43,-14,7418
1065,Meowscarada,-6,2,-31,-31,-36,26,3934
1066,Fuecoco,-15,-63,-42,-49,-66,-61,16436
1067,Crocalor,-1,-53,-23,-22,-48,-48,8431
1068,Skeledirge,22,-33,-1,-2,-31,-31,3500
1069,Quaxly,-27,-43,-56,-62,-61,-47,15488
1070,Quaxwell,-12,-23,-36,-47,-46,-32,7318
1071,Quaquaval,3,12,-21,-27,-31,-12,2428
1072,Lechonk,-28,-63,-61,-77,-61,-62,21968
1073,Oinkologne (Male),28,-8,-26,-53,-26,-32,6033
1074,Oinkologne (Female),33,-18,-31,-53,-16,-32,6463
1075,Tarountula,-47,-67,-56,-83,-66,-77,27008
1076,Spidops,-22,-29,-9,-60,-20,-62,9250
1077,Nymble,-49,-62,-61,-91,-81,-52,27512
1078,Lokix,-11,-6,-23,-60,-51,-5,6912
1079,Pawmi,-37,-58,-81,-72,-81,-37,24408
1080,Pawmo,-22,-33,-61,-62,-66,-12,13638
1081,Pawmot,-12,7,-31,-42,-46,8,5098
1082,Tandemaus,-32,-58,-56,-72,-61,-22,16913
1083,Maushold,-8,-33,-31,-47,-31,14,5480
1084,Fidough,-45,-53,-31,-82,-51,-32,16144
1085,Dachsbun,-25,-28,14,-62,-26,-2,6129
1086,Smoliv,-41,-73,-56,-54,-55,-67,20576
1087,Dolliv,-30,-55,-41,-34,-28,-64,11642
1088,Arboliva,-4,-39,-11,13,3,-58,5200
1089,Squawkabilly,0,-12,-50,-67,-55,-5,10183
1090,Nacli,-27,-53,-26,-77,-71,-72,20368
1091,Naclstack,-22,-48,-1,-77,-41,-62,14243
1092,Garganacl,18,-8,29,-67,-16,-62,9818
1093,Charcadet,-42,-58,-61,-62,-66,-62,20893
1094,Armarouge,3,-48,-1,13,-26,-22,3643
1095,Ceruledge,-7,17,-21,-52,-6,-12,3663
1096,Tadbulb,-21,-77,-60,-53,-71,-52,20524
1097,Bellibolt,27,-44,-10,-9,-23,-52,6079
1098,Wattrel,-42,-68,-66,-57,-66,-27,19078
1099,Kilowattrel,-12,-38,-41,-7,-46,28,6218
1100,Maschiff,-22,-30,-41,-72,-55,-46,13390
1101,Mabosstiff,-2,12,-11,-52,-36,-12,4413
1102,Shroodle,-42,-43,-66,-72,-71,-22,18678
1103,Grafaiai,-19,-13,-36,-32,-34,13,4175
1104,Bramblin,-42,-43,-71,-67,-71,-37,19553
1105,Brambleghast,-27,7,-31,-32,-36,-7,4108
1106,Toedscool,-42,-68,-66,-62,-6,-27,15353
1107,Toedscruel,-2,-38,-36,-32,14,3,3973
1108,Klawf,-12,-8,14,-77,-51,-22,9418
1109,Capsakid,-32,-46,-61,-50,-66,-47,15926
1110,Scovillain,-17,0,-36,-4,-41,-22,3766
1111,Rellor,-41,-58,-41,-81,-48,-67,20080
1112,Rabsca,-7,-58,-16,3,-6,-52,6418
1113,Flittle,-52,-73,-71,-57,-76,-22,22583
1114,Espathra,13,-48,-41,-11,-46,8,6455
1115,Tinkatink,-32,-63,-56,-77,-42,-39,17343
1116,Tinkatuff,-17,-53,-46,-67,-24,-19,10640
1117,Tinkaton,3,-33,-24,-42,-1,-3,3448
1118,Wiglett,-72,-53,-76,-77,-81,-2,26263
1119,Wugtrio,-47,-8,-51,-62,-36,23,10543
1120,Bombirdier,-12,-5,-16,-52,-21,-15,3795
1121,Finizen,-12,-63,-61,-67,-66,-22,17163
1122,Palafin,18,-38,-29,-59,-44,3,8035
1123,Palafin,18,52,-4,-6,-19,3,3450
1124,Varoom,-37,-38,-38,-82,-61,-50,17202
1125,Revavroom,-2,11,-11,-58,-39,-7,5180
1126,Cyclizar,-12,-13,-36,-27,-41,24,4595
1127,Orthworm,-12,-23,44,-52,-51,-32,8938
1128,Glimmet,-34,-73,-59,-7,-46,-37,13500
1129,Glimmora,1,-53,-11,18,-25,-11,4001
1130,Greavard,-32,-47,-41,-82,-51,-63,18208
1131,Houndstone,-10,-7,-1,-62,-9,-29,4916
1132,Flamigo,0,7,-27,-37,-42,-7,3960
1133,Cetoddle,26,-40,-56,-82,-66,-54,19408
1134,Cetitan,88,5,-36,-67,-51,-24,16731
1135,Veluza,8,-6,-28,-34,-41,-27,4450
1136,Dondozo,68,-8,14,-47,-41,-62,12618
1137,Tatsugiri,-14,-58,-41,8,-11,-15,5651
1138,Annihilape,28,7,-21,-62,-16,-7,5423
1139,Clodsire,48,-33,-41,-67,-6,-77,15528
1140,Farigiraf,38,-18,-31,-2,-36,-37,5398
1141,Dudunsparce,43,-8,-21,-27,-31,-42,5808
1142,Kingambit,18,27,19,-52,-21,-47,6768
1143,Great Tusk,33,23,30,-59,-53,-10,8908
1144,Scream Tail,33,-43,-2,-47,9,14,5428
1145,Brute Bonnet,29,19,-2,-33,-7,-42,4108
1146,Flutter Mane,-27,-53,-46,23,29,38,8468
1147,Slither Wing,3,27,-22,-27,-1,-16,2208
1148,Sandy Shocks,3,-27,-4,9,-21,4,1292
1149,Iron Treads,8,4,19,-40,-36,9,3418
1150,Iron Bundle,-26,-28,13,12,-46,39,5410
1151,Iron Hands,72,32,7,-62,-38,-47,13754
1152,Iron Jugulis,12,-28,-15,10,-26,11,2050
1153,Iron Moth,-2,-38,-41,28,4,13,4098
1154,Iron Thorns,18,26,9,-42,-22,-25,3954
1155,Frigibax,-17,-33,-56,-77,-61,-42,15928
1156,Arctibax,8,-13,-35,-67,-41,-35,8853
1157,Baxcalibur,33,37,-9,-37,-20,-10,4408
1158,Gimmighoul (Chest Form),-37,-78,-31,-37,-36,-87,18648
1159,Gimmighoul (Roaming Form),-37,-78,-76,-37,-61,-17,18608
1160,Gholdengo,5,-48,-6,21,-15,-13,3200
1161,Wo-Chien,3,-23,-1,-17,29,-27,2398
1162,Chien-Pao,-2,12,-21,-22,-41,38,4198
1163,Ting-Lu,73,2,24,-57,-26,-52,12538
1164,Chi-Yu,-27,-28,-21,23,14,3,2688
1165,Roaring Moon,23,31,-30,-57,-5,22,6148
1166,Iron Valiant,-8,22,-11,8,-46,19,3210
1167,Koraidon,18,27,14,-27,-6,38,3458
1168,Miraidon,18,-23,-1,23,9,38,2908
