Noah Dale vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
974,Orbeetle,-32,-47,42,13,24,-30,6642
975,Nickit,-52,-64,-40,-20,-44,-70,15636
976,Thievul,-22,-34,-10,20,-4,-30,3056
977,Gossifleur,-52,-52,-8,-27,-36,-110,19597
978,Eldegoss,-32,-42,22,13,24,-60,7617
979,Wooloo,-50,-52,-13,-27,-51,-72,13887
980,Dubwool,-20,-12,32,-7,-6,-32,2677
981,Chewtle,-42,-28,-18,-29,-58,-76,12853
982,Drednaw,-2,23,22,-19,-28,-46,4278
983,Yamper,-33,-47,-18,-27,-46,-94,15303
984,Boltund,-23,-2,-8,23,-36,1,2423
985,Rolycoly,-62,-52,-18,-27,-46,-90,17817
986,Carkol,-12,-32,22,-7,-26,-70,7277
987,Coalossal,18,-12,52,13,-6,-90,11477
988,Applin,-52,-52,12,-27,-56,-100,19417
989,Flapple,-22,18,12,28,-36,-50,5532
990,Appletun,18,-7,12,33,-16,-90,9962
991,Silicobra,-40,-35,7,-32,-46,-74,11490
992,Sandaconda,-20,15,57,-2,-26,-49,6955
993,Cramorant,-22,-7,-13,18,-1,-35,2252
994,Arrokuda,-51,-29,-28,-27,-66,-54,12227
995,Barraskewda,-31,31,-8,-7,-46,16,4407
996,Toxel,-52,-54,-33,-13,-61,-80,16999
997,Toxtricity,-17,6,2,47,-26,-45,5239
998,Sizzlipede,-42,-27,-23,-17,-46,-75,11052
999,Centiskorch,8,23,-3,23,-6,-55,4192
1000,Clobbopus,-42,-24,-8,-17,-46,-88,12553
1001,Grapploct,-12,26,22,3,-16,-78,7653
1002,Sinistea,-52,-47,-23,7,-42,-70,12155
1003,Polteageist,-32,-27,-3,67,18,-50,9075
1004,Hatenna,-50,-62,-23,-11,-43,-81,15404
1005,Hattrem,-35,-52,-3,19,-23,-71,9869
1006,Hatterene,-35,-2,27,69,7,-91,15049
1007,Impidimp,-47,-47,-38,-12,-56,-70,14042
1008,Morgrem,-27,-32,-23,8,-41,-50,6527
1009,Grimmsnarl,3,28,-3,28,-21,-60,5627
1010,Obstagoon,1,-2,33,-7,-15,-25,1993
1011,Perrserker,-22,18,32,-17,-36,-70,8317
1012,Cursola,-32,3,-18,78,34,-90,16697
1013,Sirfetch'd,-30,43,27,1,-14,-55,6700
1014,Mr. Rime,-12,-7,7,43,4,-50,4607
1015,Runerigus,-34,3,77,-17,9,-90,15564
1016,Milcery,-47,-52,-28,-17,-35,-86,14607
1017,Alcremie,-27,-32,7,43,25,-56,7412
1018,Falinks,-27,8,32,3,-36,-45,5147
1019,Pincurchin,-44,9,27,24,-11,-105,14468
1020,Snom,-62,-67,-33,-22,-66,-100,24262
1021,Frosmoth,-22,-27,-8,58,-6,-55,7702
1022,Stonjourner,8,33,67,-47,-76,-50,16127
1023,Eiscue (Ice Face),-17,-12,42,-2,-6,-70,7137
1024,Eiscue (Noice Face),-17,-12,2,-2,-46,10,2657
1025,Indeedee (Male),-32,-27,-13,38,-1,-25,3992
1026,Indeedee (Female),-22,-37,-3,28,9,-35,3952
1027,Morpeko,-34,3,-10,3,-38,-23,3247
1028,Cufant,-20,-12,-19,-27,-47,-80,10243
1029,Copperajah,30,38,1,13,-27,-90,11343
1030,Dracozolt,-2,8,22,13,-26,-45,3422
1031,Arctozolt,-2,8,22,23,-16,-65,5562
1032,Dracovish,-2,-2,32,3,-16,-45,3322
1033,Arctovish,-2,-2,32,13,-6,-65,5462
1034,Duraludon,-22,3,47,53,-46,-35,8852
1035,Dreepy,-64,-32,-38,-27,-66,-38,13093
1036,Drakloak,-24,-12,-18,-7,-46,-18,3533
1037,Dragapult,-4,28,7,33,-21,22,2863
1038,Zacian (Hero of Many Battles),0,28,47,13,19,18,3847
1039,Zacian (Crowned Sword),0,58,47,13,19,28,6887
1040,Zamazenta (Hero of Many Battles),0,28,47,13,19,18,3847
1041,Zamazenta (Crowned Shield),0,28,72,13,44,8,8137
1042,Eternatus,48,-7,27,78,-1,10,9267
1043,Eternatus (Eternamax Eternatus),163,23,182,58,154,10,87402
1044,Kubfu,-32,-2,-8,-14,-46,-48,5708
1045,Urshifu,8,38,32,-4,-36,-23,4373
1046,Zarude,13,28,37,3,-1,-15,2557
1047,Regieleki,-12,8,-18,33,-46,80,10137
1048,Regidrago,108,8,-18,33,-46,-40,16857
1049,Glastrier,8,53,62,-2,14,-90,15017
1050,Spectrier,8,-27,-8,78,-16,10,7297
1051,Calyrex,8,-12,12,13,-16,-40,2377
1052,Calyrex (Ice Rider Calyrex),8,73,82,18,34,-70,18497
1053,Calyrex (Shadow Rider Calyrex),8,-7,12,98,4,30,10777
1054,Wyrdeer,11,13,4,38,-21,-55,5216
1055,Kleavor,-22,43,27,-22,-26,-35,5447
1056,Ursaluna,38,48,37,-22,-16,-70,10757
1057,Basculegion (Male),28,20,-3,13,-21,-42,3567
1058,Basculegion (Female),28,0,-3,33,-21,-42,4087
1059,Sneasler,-12,38,-8,-27,-16,0,2637
1060,Overqwil,-7,23,27,-2,-31,-35,3497
1061,Enamorus (Incarnate Forme),-18,23,2,68,-16,-14,5933
1062,Enamorus (Therian Forme),-18,23,42,68,4,-74,12733
1063,Sprigatito,-52,-31,-14,-22,-51,-55,9971
1064,Floragato,-31,-12,-5,-7,-33,-37,3637
1065,Meowscarada,-16,18,2,14,-26,3,1465
1066,Fuecoco,-25,-47,-9,-4,-56,-84,13123
1067,Crocalor,-11,-37,10,23,-38,-71,8604
1068,Skeledirge,12,-17,32,43,-21,-54,6663
1069,Quaxly,-37,-27,-23,-17,-51,-70,10417
1070,Quaxwell,-22,-7,-3,-2,-36,-55,4867
1071,Quaquaval,-7,28,12,18,-21,-35,2967
1072,Lechonk,-38,-47,-28,-32,-51,-85,15287
1073,Oinkologne (Male),18,8,7,-8,-16,-55,3782
1074,Oinkologne (Female),23,-2,2,-8,-6,-55,3662
1075,Tarountula,-57,-51,-23,-38,-56,-100,20959
1076,Spidops,-32,-13,24,-15,-10,-85,9319
1077,Nymble,-59,-46,-28,-46,-71,-75,19163
1078,Lokix,-21,10,10,-15,-41,-28,3331
1079,Pawmi,-47,-42,-48,-27,-71,-60,15647
1080,Pawmo,-32,-17,-28,-17,-56,-35,6747
1081,Pawmot,-22,23,2,3,-36,-15,2547
1082,Tandemaus,-42,-42,-23,-27,-51,-45,9412
1083,Maushold,-18,-17,2,-2,-21,-9,1143
1084,Fidough,-55,-37,2,-37,-41,-55,10473
1085,Dachsbun,-35,-12,47,-17,-16,-25,4748
1086,Smoliv,-51,-57,-23,-9,-45,-90,16585
1087,Dolliv,-40,-39,-8,11,-18,-87,11199
1088,Arboliva,-14,-23,22,58,13,-81,11303
1089,Squawkabilly,-10,4,-17,-22,-45,-28,3698
1090,Nacli,-37,-37,7,-32,-61,-95,16557
1091,Naclstack,-32,-32,32,-32,-31,-85,12282
1092,Garganacl,8,8,62,-22,-6,-85,11717
1093,Charcadet,-52,-42,-28,-17,-56,-85,15902
1094,Armarouge,-7,-32,32,58,-16,-45,7742
1095,Ceruledge,-17,33,12,-7,4,-35,2812
1096,Tadbulb,-31,-61,-27,-8,-61,-75,14821
1097,Bellibolt,17,-28,23,36,-13,-75,8692
1098,Wattrel,-52,-52,-33,-12,-56,-50,12277
1099,Kilowattrel,-22,-22,-8,38,-36,5,3797
1100,Maschiff,-32,-14,-8,-27,-45,-69,8799
1101,Mabosstiff,-12,28,22,-7,-26,-35,3362
1102,Shroodle,-52,-27,-33,-27,-61,-45,10997
1103,Grafaiai,-29,3,-3,13,-24,-10,1704
1104,Bramblin,-52,-27,-38,-22,-61,-60,12682
1105,Brambleghast,-37,23,2,13,-26,-30,3647
1106,Toedscool,-52,-52,-33,-17,4,-50,9302
1107,Toedscruel,-12,-22,-3,13,24,-20,1782
1108,Klawf,-22,8,47,-32,-41,-45,7487
1109,Capsakid,-42,-30,-28,-5,-56,-70,11509
1110,Scovillain,-27,16,-3,41,-31,-45,5661
1111,Rellor,-51,-42,-8,-36,-38,-90,15269
1112,Rabsca,-17,-42,17,48,4,-75,10287
1113,Flittle,-62,-57,-38,-12,-66,-45,15062
1114,Espathra,3,-32,-8,34,-36,-15,3774
1115,Tinkatink,-42,-47,-23,-32,-32,-62,10394
1116,Tinkatuff,-27,-37,-13,-22,-14,-42,4711
1117,Tinkaton,-7,-17,9,3,9,-26,1185
1118,Wiglett,-82,-37,-43,-32,-71,-25,16632
1119,Wugtrio,-57,8,-18,-17,-26,0,4602
1120,Bombirdier,-22,11,17,-7,-11,-38,2508
1121,Finizen,-22,-47,-28,-22,-56,-45,9122
1122,Palafin,8,-22,4,-14,-34,-20,2316
1123,Palafin,8,68,29,39,-9,-20,7531
1124,Varoom,-47,-22,-5,-37,-51,-73,12017
1125,Revavroom,-12,27,22,-13,-29,-30,3267
1126,Cyclizar,-22,3,-3,18,-31,1,1788
1127,Orthworm,-22,-7,77,-7,-41,-55,11217
1128,Glimmet,-44,-57,-26,38,-36,-60,12201
1129,Glimmora,-9,-37,22,63,-15,-34,7284
1130,Greavard,-42,-31,-8,-37,-41,-86,13235
1131,Houndstone,-20,9,32,-17,1,-52,4499
1132,Flamigo,-10,23,6,8,-32,-30,2653
1133,Cetoddle,16,-24,-23,-37,-56,-77,11795
1134,Cetitan,78,21,-3,-22,-41,-47,10908
1135,Veluza,-2,10,5,11,-31,-50,3711
1136,Dondozo,58,8,47,-2,-31,-85,13827
1137,Tatsugiri,-24,-42,-8,53,-1,-38,6658
1138,Annihilape,18,23,12,-17,-6,-30,2222
1139,Clodsire,38,-17,-8,-22,4,-100,12297
1140,Farigiraf,28,-2,2,43,-26,-60,6917
1141,Dudunsparce,33,8,12,18,-21,-65,6287
1142,Kingambit,8,43,52,-7,-11,-70,9687
1143,Great Tusk,23,39,63,-14,-43,-33,9153
1144,Scream Tail,23,-27,31,-2,19,-9,2665
1145,Brute Bonnet,19,35,31,12,3,-65,6925
1146,Flutter Mane,-37,-37,-13,68,39,15,9277
1147,Slither Wing,-7,43,11,18,9,-39,3945
1148,Sandy Shocks,-7,-11,29,54,-11,-19,4409
1149,Iron Treads,-2,20,52,5,-26,-14,4005
1150,Iron Bundle,-36,-12,46,57,-36,16,8357
1151,Iron Hands,62,48,40,-17,-28,-70,13721
1152,Iron Jugulis,2,-12,18,55,-16,-12,3897
1153,Iron Moth,-12,-22,-8,73,14,-10,6317
1154,Iron Thorns,8,42,42,3,-12,-48,6049
1155,Frigibax,-27,-17,-23,-32,-51,-65,9397
1156,Arctibax,-2,3,-2,-22,-31,-58,4826
1157,Baxcalibur,23,53,24,8,-10,-33,5167
1158,Gimmighoul (Chest Form),-47,-62,2,8,-26,-110,18897
1159,Gimmighoul (Roaming Form),-47,-62,-43,8,-51,-40,12167
1160,Gholdengo,-5,-32,27,66,-5,-36,7455
1161,Wo-Chien,-7,-7,32,28,39,-50,5927
1162,Chien-Pao,-12,28,12,23,-31,15,2787
1163,Ting-Lu,63,18,57,-12,-16,-75,13567
1164,Chi-Yu,-37,-12,12,68,24,-20,7257
1165,Roaring Moon,13,47,3,-12,5,-1,2557
1166,Iron Valiant,-18,38,22,53,-36,-4,6373
1167,Koraidon,8,43,47,18,4,15,4687
1168,Miraidon,8,-7,32,68,19,15,6347
